stopId;stopNumber;stopNameShort;stopName
2605;530;BRAN;Zürich, Brandschenkestrasse
2854;1157;HELM;Zürich, Helmhaus
2337;1266;WHAE;Wangen, Hätzelwisen
2620;3466;FRST;Zürich, Freiestrasse
2022;2128;ROES;Zürich, Röslistrasse
2254;6425;ZW;Zürich, Zentralwerkstätte
2486;757;EIHH;Kindhausen AG, Eichholz
2454;1000;GLAU;Zürich, Glaubtenstrasse
2105;8805;WAL99;Waltikon
2773;6304;KOES;Zürich, Köschenrüti
2873;1087;HADL;Zürich, Hadlaubstrasse
2386;2732;UITI;Urdorf, Uitikonerstrasse
2103;3002;ZOBE;Zollikerberg, Station
1852;199;BEDE;Zürich, Bahnhof Enge/Bederstr.
1537;2237;SZEN;Schlieren, Zentrum
2622;1547;LETT;Zürich, Lettenstrasse
2839;3153;JUCH;Zürich, Juchhof
2822;2141;RUST;Schlieren, Rütistrasse
2756;3029;HSBB;Zürich, Bahnhof Hardbrücke
2607;1626;MEIE;Zürich, Meierhofplatz
2800;3138;KABU;Zürich, Kappenbühlweg
2468;2069;RIEG;Zürich, Riedgraben
2591;2366;SEID;Zürich, Seidelhof
2602;2452;SPYS;Zürich, Spyristeig
2302;1100;HEGG;Zürich, Haldenegg
2734;2858;WEIH;Zürich, Weihersteig
2834;1316;IWIN;Zürich, Im Wingert
2768;2113;RBRU;Zürich, Rudolf-Brun-Brücke
1523;1595;LAEG;Zürich, Lägernstrasse
2568;1356;KALB;Zürich, Kalchbühlweg
2466;899;FWIT;Zürich, Friedhof Witikon
2391;1731;NURD;Urdorf, Niederurdorf
2861;2164;SCHZ;Zürich, Scheuchzerstrasse
1959;3344;DSTA;Dietikon, Stadthaus
2059;502;BIRM;Dietikon, Birmensdorferstrasse
1398;3246;GIEB07;Glattbrugg, Giebeleichstrasse
2766;2788;VOLT;Zürich, Voltastrasse
2666;735;ETHH;Zürich, ETH Hönggerberg
2627;2638;TALW;Zürich, Talwiesenstrasse
2432;2622;SAGG;Pfaffhausen, Sängglen
2057;414;BSTD;Dietikon, Bahnhofstrasse
2661;903;FRIH;Zürich, Friesenberghalde
2859;1075;GOES;Zumikon, Gössikon
2802;2302;SHOF;Zürich, Schweighof
2702;498;BIRD;Zürich, Birchdörfli
2659;476;BEUG;Zollikon, Beugi
2536;5001;BALN;Zürich, Bahnhof Altstetten N
2836;1143;HEGA;Zürich, Hegianwandweg
2748;2779;VOGE;Zürich, Vogelsangstrasse
1443;1552;LEUT;Zürich, Leutschenbach
2044;2238;SCHS;Urdorf, Schlierenstrasse
2565;1354;JUGI;Zürich, Jugendherberge
2362;2631;TAWI;Schlieren, Talacker-Windegg
2111;3039;BSTA;Zürich, Bahnhof Stadelhofen
1876;6217;PCEN;Zürich, Central Polybahn
2580;2707;TUEF;Zürich, Tüffenwies
2715;1006;GDOR;Gockhausen, Dorf
2480;1759;OBDO;Oetwil an der Limmat, Oberdorf
2815;1220;HIRZ;Zürich, Hirzenbach
2411;748;EGGB;Oberengstringen, Eggbühl
2529;1076;GUET;Zürich, Güterbahnhof
2598;2450;SPRE;Zürich, Sprecherstrasse
1679;2307;BSCH;Schwerzenbach ZH, Bahnhof
2398;3748;STAK;Schlieren, Steinacker
2329;6364;STIE;Wangen, Stierwisen
2830;1311;IKLO;Zürich, Im Klösterli
2429;1705;NEUA;Zürich, Neuaffoltern
2848;2327;SUEB;Küsnacht ZH, Schübel
2579;1441;PKAE;Zürich, Pflegezentr. Käferberg
2679;2667;TITL;Zürich, Titlisstrasse
2547;427;BASL;Zürich, Baslerstrasse
2765;2956;WONE;Zürich, Wonnebergstrasse
2630;718;TONA;Zürich, Toni-Areal
1694;909;FROH07;Glattbrugg, Frohbühlstrasse
2530;92;AMSU;Zürich, Am Suteracher
2244;1364;KAPP;Zürich, Kappeli
2029;2303;SWAK;Geroldswil, Schweizäcker
2662;904;FRIE;Zürich, Friesenbergstrasse
2107;8815;EMMA99;Emmat
2777;3123;IMGU;Zürich, Im Gut
1114;1627;MEHO;Dübendorf, Meiershofstrasse
2482;1587;LUCH;Zürich, Luchswiesen
2711;2935;WINZ;Zürich, Winzerstrasse
2752;2108;ROTB;Zürich, Rotbuchstrasse
2082;3785;RINW;Dübendorf, Ringwiesen
2577;1189;HIST;Küsnacht ZH, Himmelistrasse
1916;3446;ETTE;Zürich, Ettenfeld
2609;3804;NBRU;Zürich, Neunbrunnen
2586;3451;MOTT;Zürich, Mötteliweg
2709;3594;EPIK;Zürich, EPI-Klinik
2575;2449;SPOW;Zürich, Sportweg
2618;1288;HUEG;Zürich, Hügelstrasse
2475;1498;LANA;Unterengstringen, Langacher
2014;6301;FURT;Spreitenbach, Furttalstrasse
2352;6724;ULAN;Unterengstringen, Langwisen
1305;1472;KUNS;Zürich, Kunsthaus
2516;2869;WELB;Geroldswil, Welbrig
1405;2277;SHDO;Kilchberg ZH,Schulhaus Dorfstr
2616;2375;SENN;Zollikerberg, Sennhof
2275;2388;SIGN;Zürich, Signaustrasse
2141;2660;TIAK01;Adliswil, Tiefacker
1909;1440;KSPI;Kilchberg ZH, Spital
2009;2789;VORB;Bergdietikon, Vorbühl
2084;1453;KREU;Zürich, Kreuzplatz
2820;6416;TRSA;Zürich, Trichtisal
2382;1388;KESS;Schlieren, Kesslerstrasse
2511;2109;ROTE;Zürich, Rote Fabrik
2611;6470;RESI;Zollikerberg, Resirain
1850;1799;RGEM07;Rümlang, Gemeindehaus
2443;738;EBMA;Ebmatingen
2543;2034;RAUT;Zürich, Rautistrasse
1816;972;GESS;Zürich, Gessnerallee
2643;3477;SRUC;Zürich, Schweizer Rück
2016;29;AEGU;Unterengstringen, Aegelsee
2377;6744;RIST;Birmensdorf ZH, Ristet
1312;657;BDIE;Dietikon, Bahnhof
2809;46;ALBG;Zürich, Albisgütli
2852;1327;IGAS;Schlieren, Industrie Gaswerk
2652;1471;KROE;Zürich, Krönleinstrasse
2541;1698;NEES;Zürich, Neeserweg
1407;1457;KREK;Kilchberg ZH, Kreuzstrasse
1748;1657;MOOS;Rüschlikon, Moosstrasse
2641;1724;NEUM;Zürich, Neumarkt
2741;9;RALS;Rüschlikon, Alsenstrasse
2375;2814;WALD;Zürich, Waldgarten
2784;2799;WAIB;Zürich, Waidbadstrasse
2043;2236;SCHL;Schlieren, Zentrum/Bahnhof
2684;3588;VULK;Zürich, Vulkanstrasse
2143;6593;EWEG;Adliswil, Eichenweg
2584;3450;CHAL;Zürich, Chaletweg
2452;750;EGGL;Fällanden, Eggler
2509;1856;OTTI;Zürich, Ottikerstrasse
2109;8809;FOR99;Forch
2716;6020;GLAS;Zürich, Glaubtenstrasse Süd
2745;2776;VERE;Zürich, Verenastrasse
2018;3798;VORS;Dietikon, Vorstadt
2845;1407;KFLU;Zürich, Kirche Fluntern
2484;753;EGLI;Dübendorf, Eglishölzli
2550;1519;LAUB;Zürich, Laubegg
1809;1763;ORUE07;Rümlang, Oberdorf
2450;1584;LOOR;Zürich, Loorenstrasse
2650;1644;MILA;Zürich, Militär-/Langstrasse
2376;466;BOLD;Bergdietikon, Bernold
2090;144;BADA;Zürich, Bad Allenmoos
2508;2689;TUNN;Zürich, Tunnelstrasse
2708;3769;TFUS;Zürich, Trichtenhausenfussweg
2751;859;FLOB;Zürich, Flobotstrasse
1540;6347;SCHB;Schlieren, Bahnhof
2333;2268;SWEI;Weiningen ZH, Schulhaus
2769;867;FLUR;Zürich, Flurstrasse
1890;411;NEUQ;Zürich, Neumühlequai
2308;1138;HEDW;Zürich, Hedwigsteig
2394;2399;DMOO;Dietikon, Moosmatt
2108;6046;DEPF;Forch, Depot Forchbahn
2626;1549;LPAW;Zürich, Letzipark West
1790;1925;PGLA07;Glattbrugg, Post
2040;1054;GRUZ;Dübendorf, Grüzenstrasse
2844;6421;DEPD;Zürich, Depot Dolderbahn
2183;2771;SIHN;Zürich, Sihlcity Nord
2544;1041;GRUN;Zürich, Grünaustrasse
2744;594;BAER;Zürich, Bärenbohlstrasse
2315;1507;LANM;Zürich, Langmauerstrasse
2819;2314;SAPI;Zürich, Schäppiweg
1379;6508;GLIN07;Glattbrugg, Lindberghplatz
143;2570;BirmSte;Birmensdorf ZH, Sternen/WSL
2158;148;ABAD01;Adliswil, Badstrasse
1797;497;BIGL;Zürich, Birch-/Glatttalstrasse
2676;2838;DWAS;Dübendorf, Wasserfurren
2862;1503;LANG;Zürich, Langgrütstrasse
2619;2803;WAIS;Zürich, Waidspital
2258;1098;HALB;Zürich, Haldenbach
1904;2264;SOKI;Kilchberg ZH, Schoorenstrasse
2906;6825;USEN;Unterengstringen, Sennenbüel
2053;1414;KWIL;Dübendorf, Kirche Wil
2657;2396;SIHS;Zürich, Sihlstrasse
2187;6735;WGLA07;Wallisellen, Glatt
2436;3467;FMAT;Binz bei Maur, Fridlimatt
1417;1542;RLET07;Rümlang, Letten
1687;2820;BWAL07;Wallisellen, Bahnhof
2102;8802;WAB99;Waldburg
2606;1194;HINT;Zürich, Hinterbergstrasse
2706;3767;SEGE;Zürich, Segeten
2755;2695;TAEG;Itschnach, Tägermoos
2872;2341;SUET;Zollikon, Schützenstrasse
2772;2872;WERD;Zürich, Werdhölzli
1736;6485;GARG01;Garage Adliswil
2689;832;FELD;Zürich, Feldeggstrasse
2672;1744;NORH;Zürich, Nordheimstrasse
2789;3043;BWIP;Zürich, Bahnhof Wipkingen
2019;2798;WAGO;Schlieren, Wagonsfabrik
1919;3447;BOEO;Zürich, Bahnhof Oerlikon Ost
2704;3765;PAUL;Zürich, Paulus-Akademie
2489;2008;PROB;Zürich, Probstei
2721;3011;ZWEI;Zürich, Zweiackerstrasse
2389;815;FAAU;Fahrweid, Au
2406;2666;TIER;Zürich, Tierspital
1536;1227;HOFA01;Adliswil, Hofackerstrasse
2555;2090;BERG;Zürich, Rigiblick
832;1401;KILB;Kilchberg ZH, Kirche
1851;6463;SIHC;Zürich, Sihlcity
2323;8807;Mai 99;Maiacher
2638;3645;BOGA;Zürich, Botanischer Garten
1502;2556;STAU;Zürich, Stauffacher
2289;2395;SIHL;Zürich, Sihlquai/HB
2787;2127;ROEN;Zürich, Röntgenstrasse
1270;2680;TRIE;Zürich, Triemli
2572;2447;SPOH;Zürich, Hardturm
2587;2364;SEGA;Zürich, Segantinistrasse
2470;1324;FAEI;Fällanden, Industrie
2487;2005;PWOL;Zürich, Post Wollishofen
1534;6238;WERE;Zürich, Werd
2404;488;BILO;Zürich, Billoweg
2553;1175;HERT;Zürich, Hertensteinstrasse
2089;2045;REGB;Zürich, Regensbergbrücke
2338;1091;HAGA;Dietikon, Hagackerstrasse
2570;1358;KANO;Zürich, Kanonengasse
2831;2402;SING;Zürich, Singlistrasse
2631;544;FBRU;Fällanden, Bruggacher
2863;1505;LANH;Rüschlikon, Langhaldenstrasse
2614;2800;WAIF;Zürich, Waidfussweg
1377;6506;BABH07;Kloten Balsberg, Bahnhof
2110;2879;WETL;Zürich, Wetlistrasse
2228;601;BOES;Zürich, Börsenstrasse
1309;564;BUCH;Zürich, Bucheggplatz
2245;1548;LETG;Zürich, Letzigrund
2145;2950;WOLL;Zürich, Wollishofen
891;1991;WalPost;Waldegg, Post
2849;1239;HOLZ;Zürich, Holzerhurd
2463;888;FRIA;Zürich, Friedackerstrasse
2563;1528;LEHE;Zürich, Lehenstrasse
2045;1061;GUGG;Zürich, Guggachstrasse
373;6232;FRAF07;Zürich Flughafen, Fracht
2832;1315;IWAL;Zürich, Im Walder
2732;1769;OBHE;Küsnacht ZH, Obere Heslibachst
2632;546;BRUM;Zürich, Brunau/Mutschellenstr.
2431;446;BGER;Benglen, Gerlisbrunnen
2646;468;BERT;Zürich, Bertastrasse
2546;2152;SALZ;Zürich, Salzweg
2746;1011;GOBA;Küsnacht ZH, Goldbacherstrasse
2063;425;DBAL;Bergdietikon, Baltenschwil
2564;3705;ALBD;Zürich, Albisriederdörfli
2681;6599;ZOLL;Aesch bei Maur, Zollingerheim
1628;99;ARC101;Thalwil, Archstrasse
2346;1616;MARW;Dietikon, Marmori-Weiher
623;2989;TZEN01;Thalwil, Zentrum
2578;1615;MARB;Zürich, Marbachweg
1845;2968;ZEHN;Zürich, Zehntenhausplatz
2146;2889;WIDM;Zürich, Widmerstrasse
2060;2256;SWIE;Zürich, Schmiede Wiedikon
2046;2326;SCHO;Zürich, Schörlistrasse
2378;1556;LIMB;Fahrweid, Limmatbrücke
1677;128;AUSS;Zürich, Ausserdorfstrasse
1528;1861;PARA;Zürich, Paradeplatz
2782;118;AUFB;Kilchberg ZH, Auf Brunnen
2381;725;DOER;Dietikon, Dörfli
2682;573;BUHN;Zürich, Buhnstrasse
2713;840;FELL;Zürich, Fellenbergstrasse
2413;1666;MUSR;Zürich, Museum Rietberg
2464;1892;MPLA;Maur, Platten
2585;2363;SEES;Zollikon, Seestrasse
2817;3148;LETP;Zürich, Letzipark
2485;1843;OETW;Dietikon, Oetwilerstrasse
2310;1896;POLY;Zürich, Polyterrasse ETH
2442;1821;OBEW;Zürich, Oberwiesenstrasse
1692;3740;VHOF07;Volketswil, Hofwisen
2574;1186;HEUB;Zürich, Heubeeriweg
2549;1342;ITFA;Itschnach, Fallacher
2792;1120;HARH;Zürich, Hardhof
2867;70;ALTE;Zürich, Altenhofstrasse
2767;6214;URSP;Gockhausen, Ursprungstrasse
2853;67;ATRO;Zürich, Alte Trotte
1874;3021;BAFF;Zürich, Bahnhof Affoltern
2592;443;BELV;Rüschlikon, Belvoir
2392;2569;STEA;Dietikon, Stelzenacker
1456;6346;DSON;Dübendorf, Sonnental
2292;1399;KINK;Zürich, Kinkelstrasse
2260;2367;RIGI;Zürich, Seilbahn Rigiblick
2324;1516;LANZ;Oberengstringen, Lanzrain
2092;2549;REHA;Zürich, Rehalp
2367;547;BRUN;Zürich, Brunaustrasse
2081;6032;DEP7;Zürich, Depot 7 Irchel
2785;2122;RAEN;Küsnacht ZH, Ränkestrasse
2642;462;BEST;Küsnacht ZH, Bergstrasse
1574;799;EWYS;Zürich, Escher-Wyss-Platz
2144;6034;GAR6;Zürich, Garage 6 Hardau
2797;3133;FJUG;Fällanden, Jugendherberge
2465;2145;SAAT;Zürich, Saatlenstrasse
2448;490;MPOS;Binz bei Maur, Post
2866;418;BUEB;Zollikon, Bahnübergang
2379;2471;STAF;Dietikon, Staffelackerstrasse
2780;2038;REBW;Itschnach, Rebweg
2548;1341;ITDO;Itschnach, Dorf
2629;1379;KEMP;Zürich, Kempfhofsteig
2829;2147;SACK;Zürich, Sackzelg
2812;1139;HEER;Zürich, Heerenwiesen
1879;3146;BDUN;Dübendorf, Bahnhof Nord
2712;2937;WIPK;Zürich, Wipkingerplatz
2680;917;FROE;Zürich, Fröhlichstrasse
1893;3026;ENGE;Zürich, Bahnhof Enge
2094;2807;WABG;Waldburg, Station
1393;2329;SURG;Zürich, Schürgistrasse
2647;1641;MICH;Zürich, Michelstrasse
2612;1456;KRES;Zürich, Kreuzstrasse
2412;3589;OBUR;Urdorf, Oberurdorf
2312;894;ENZE;Zürich, Friedhof Enzenbühl
1911;75;ALHK;Kilchberg ZH, Altersheim
2011;6044;GAAZ;Zollikon, Garage G.-Maurer-Str
2447;833;FELH;Pfaffhausen, Feldhof
1311;2572;SOER;Zürich, Sternen Oerlikon
2430;445;BENG;Benglen
2816;134;AUZO;Zürich, Auzelg Ost
2461;1871;PFAF;Pfaffhausen, Pfaffenstein
2361;1540;LERZ;Dietikon, Lerzen
2762;1864;PARU;Kilchberg ZH, Paradiesstrasse
2539;852;FEUS;Zürich, Feusisbergli
2439;2737;UAFF;Zürich, Unteraffoltern
2837;3150;AMBO;Zürich, Am Börtli
2571;1359;KANT;Zürich, Kantonsschule
2256;1608;LOEW;Zürich, Löwenplatz
2373;1725;NEUT;Urdorf, Neumatt
2388;6663;SPAL;Spreitenbach, Altersheim
2754;1779;OBFE;Küsnacht ZH, Oberfeld
2654;1478;KAMM;Dübendorf, Kämmaten
2088;2474;STAM;Zürich, Stampfenbachplatz
2139;649;DANG;Zürich, Dangelstrasse
2603;1539;LERC;Zürich, Lerchenhalde
2354;701;DOGE;Geroldswil, Dorfstrasse
1535;48;ALBP;Zürich, Albisriederplatz
2790;961;GDEH;Zollikon, Gemeindehaus
2369;3472;SWER;Dietikon, Schönenwerd
2841;1231;HOHE;Zürich, Hohenklingensteig
1905;1430;KLUS;Zürich, Klusplatz
2054;1417;KIPL;Dietikon, Kirchplatz
2707;3768;STBU;Zürich, Staudenbühl
2807;1307;IHAG;Zürich, Im Hagacker
1067;992;GLAG07;Glattbrugg, Zentrum
2871;1252;HUBE;Zürich, Hubertus
2639;3648;KLOB;Zürich, Klosbach
2739;3773;WITZ;Zürich, Witikon Zentrum
701;1012;GOLP;Zürich, Goldbrunnenplatz
1920;439;BELA07;Wallisellen, Belair
1869;1462;KROA01;Adliswil, Krone
2473;2251;SYFI;Zürich, Schlyfi
2722;1272;HOEF;Zürich, Höfliweg
2590;615;BURK;Zürich, Bürkliplatz
2052;998;GLAT;Zürich, Glattwiesen
2656;471;BETH;Zürich, Bethanien
2445;914;FRON;Zürich, Fronwald
2096;2826;WALT;Zumikon, Waltikon
2714;2596;STRV;Zürich, Strassenverkehrsamt
2528;1158;HELV;Zürich, Helvetiaplatz
2428;617;CARL;Zürich, Carl-Spitteler-Strasse
2814;2055;RENT;Zürich, Rentenanstalt
2645;467;BERO;Zürich, Bernoulli-Häuser
2010;1028;GRIN;Geroldswil, Grindlen
2396;1397;KIND;Kindhausen AG
2582;1446;KSIH;Zürich, Krematorium Sihlfeld
1509;1577;LISP;Kilchberg ZH, Lindt & Sprüngli
2113;1144;HEGI;Zürich, Hegibachplatz
2313;2151;SALE;Zürich, Salersteig
2846;2999;FZIL;Fällanden, Zil
2514;6038;GALI;Dietikon, Garage Limmatbus AG
2763;3789;BOLL;Zürich, Bollingerweg
2663;3744;ZENK;Küsnacht ZH, Zentrum
1392;3241;WFLO07;Wallisellen, Florastrasse
1527;948;GEME;Weiningen ZH, Gemeindehaus
2781;2795;WAFF;Zürich, Waffenplatzstrasse
2481;1586;LUBE;Urdorf, Luberzen
2114;6254;LAEN;Zollikerb., Langägerten/Spital
809;501;BirmBhf;Birmensdorf ZH, Bahnhof
2764;1865;HURL;Zürich, Hürlimannplatz
2813;3141;LAND;Zürich, Landiwiese
2595;3458;PSCH;Zürich, Schauenberg
2864;2167;SIHG;Küsnacht ZH, Schiedhaldensteig
2664;3747;TRIC;Zollikerberg, Trichtenhauserm.
1010;2160;SCHA;Zürich, Schaufelbergerstrasse
